0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,301,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1


0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,301,0,0,0,0,1
0,0,0,85,106,0,0,0,1
0,0,0,0,175,106,0,0,1
0,0,910,36,0,175,36,0,1
0,0,0,175,190,190,85,0,1
0,0,0,0,0,0,0,0,1


0,0,0,0,0,0,0,0,1
0,0,546,0,546,0,0,0,1
0,0,175,36,21,0,0,0,1
0,546,0,301,15,196,190,540,1
0,175,190,85,106,15,0,0,1
0,0,0,0,175,106,190,540,1
0,0,910,36,0,175,36,546,1
0,0,0,175,190,190,85,15,1
0,0,0,0,0,0,0,0,1


0,196,36,196,190,106,36,0,0
0,91,85,141,0,21,21,0,0
0,21,546,21,196,141,525,0,0
0,525,175,141,175,211,190,540,0
0,700,190,141,0,315,0,0,0
0,0,0,175,106,190,540,0,0
0,0,0,0,945,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0


0,0,0,0,0,546,0,0,1
0,546,0,0,0,21,0,0,1
0,21,0,756,0,21,0,0,1
0,175,106,15,0,21,546,0,1
0,196,15,196,190,351,21,0,1
0,175,36,21,0,175,15,0,1
0,196,85,211,36,0,0,0,1
0,175,540,21,525,0,0,0,1
0,700,190,15,0,0,0,0,1


0,0,0,0,0,0,0,0,1
0,0,0,0,196,36,0,546,1
0,0,910,190,15,175,106,15,1
0,0,0,0,196,106,15,0,1
546,700,190,106,15,175,190,36,1
175,190,190,421,190,540,0,525,1
0,0,0,91,36,546,0,0,1
0,0,0,175,85,15,0,0,1
0,0,0,0,0,0,0,0,1


0,0,0,0,0,0,0,0,0
0,546,0,0,0,0,546,0,0
0,21,546,0,756,0,175,36,0
0,21,175,456,175,190,190,141,0
0,91,106,141,700,190,106,15,0
0,175,15,175,190,106,211,36,0
0,0,0,0,700,15,175,141,0
0,0,0,0,700,190,190,15,0
1,1,1,1,1,1,1,1,1


0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,196,295,0,0,0,1
91,211,85,15,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1


546,0,0,546,0,0,0,0,1
21,0,0,21,0,0,0,0,1
21,546,546,175,36,0,196,36,1
21,21,21,196,295,190,85,141,1
91,211,85,15,0,0,0,525,1
21,21,0,0,0,0,0,0,1
21,525,196,960,0,0,0,0,1
175,190,15,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1


0,0,0,0,0,0,0,0,0
0,0,0,0,0,91,36,0,0
0,0,0,91,190,15,21,0,0
0,0,0,141,0,0,21,0,0
0,0,0,351,196,36,21,0,0
0,0,0,0,91,85,141,0,0
0,0,0,0,945,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0


0,196,190,106,0,0,0,0,0
0,21,0,21,0,0,0,0,0
0,21,0,175,960,0,0,0,0
0,91,0,0,0,0,0,0,0
0,91,106,106,106,456,0,0,0
0,0,0,175,141,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1


0,0,0,196,106,0,0,0,0
0,0,910,15,175,36,0,0,0
0,0,0,196,190,85,0,0,0
0,0,0,141,336,0,0,0,0
0,0,0,211,211,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1


0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,106,0,0,0,0
0,0,0,196,421,190,0,0,0
0,0,0,0,175,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0


0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,21,0,0,0,0
0,0,0,190,295,85,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0


0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,21,0,0,0
0,0,0,0,196,301,15,0,0
0,0,0,0,0,175,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0


0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,21,0,0,0,0
0,0,0,0,441,0,0,0,0
0,0,0,0,141,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0


0,0,0,106,0,0,0,0,0
0,0,0,21,0,0,0,0,0
0,0,196,15,0,0,0,0,0
0,0,21,0,0,0,0,0,0
0,0,91,36,0,406,0,0,0
0,0,0,91,106,15,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1


0,0,0,106,190,106,0,0,0
0,0,0,21,0,0,0,0,0
0,0,196,15,0,0,0,0,0
0,0,21,0,0,0,0,0,0
0,0,91,36,0,406,0,0,0
0,0,0,91,106,15,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1


0,0,0,106,190,106,0,0,0
0,0,0,21,0,945,0,0,0
0,0,196,15,0,0,0,0,0
0,0,21,0,0,0,0,0,0
0,0,91,36,0,406,0,0,0
0,0,0,91,106,15,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1


0,0,0,196,190,540,196,540,1
0,0,910,85,190,106,141,546,1
0,0,0,0,700,15,21,21,1
0,0,0,0,0,0,21,21,1
0,0,196,400,36,0,91,15,1
0,0,21,0,175,106,15,0,1
0,700,15,0,546,21,0,0,1
0,0,0,0,175,15,0,0,1
1,1,1,1,1,1,1,1,1


0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,910,141,0,196,106,106,0
0,0,0,91,190,15,0,91,36
0,0,0,0,0,0,0,91,15
0,0,0,0,406,190,190,85,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1


0,0,0,0,0,0,0,0,0
0,0,0,0,0,106,141,0,0
0,0,0,0,196,15,91,0,0
0,0,0,91,15,0,91,0,0
0,0,0,315,0,0,141,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1


0,0,0,0,0,0,0,0,0
0,0,0,0,0,106,141,0,0
0,0,0,0,196,15,91,0,0
0,0,0,91,15,0,91,0,0
0,0,0,315,196,190,141,0,0
0,0,0,0,945,0,21,0,0
0,0,0,0,0,0,175,540,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1


0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,175,456,0,196,190,141,1
0,0,0,85,85,15,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1


0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,175,456,0,196,190,141,1
0,0,0,85,85,15,0,21,1
0,0,0,0,0,0,0,21,1
0,0,0,0,910,106,85,15,1
0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1


0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0


0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,196,85,85,330,0,0,0,1
0,85,190,190,106,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1


0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,196,85,85,330,0,0,0,1
0,85,190,190,106,0,0,0,1
0,0,0,196,15,0,0,0,1
0,0,0,85,106,960,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1


0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0
21,0,0,0,406,190,0,0,0
21,196,190,106,85,0,0,0,0
175,141,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0


0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0
91,36,0,0,0,0,0,0,0
21,0,0,0,406,190,0,0,0
21,196,190,106,85,0,0,0,0
175,141,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0


0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
196,85,960,0,0,0,0,0,0
91,36,0,0,0,0,0,0,0
21,175,540,0,406,190,0,0,0
21,196,190,106,85,0,0,0,0
175,141,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0


0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,36,0,0,0,0,0,1
0,190,211,85,0,0,0,0,1
0,0,175,330,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1


0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,336,0,0,0,0,0
0,0,0,21,0,0,0,0,0
0,0,0,175,141,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0


0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,141,0
0,0,0,400,36,196,36,21,0
0,0,0,0,211,141,175,141,0
0,0,0,0,175,141,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0


0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,91,330,0,0,0,0
0,0,91,85,0,0,0,0,0
0,0,85,36,196,106,960,0,0
0,0,0,21,21,0,0,0,0
0,0,0,85,15,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1


0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,21,0,0,1
0,0,0,0,91,295,36,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1


0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,21,0,0,1
0,0,0,0,91,295,36,0,1
0,0,0,0,175,36,0,0,1
0,0,0,0,0,141,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1


0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,21,0,0,1
0,0,0,0,91,295,36,0,1
0,0,0,0,175,36,0,0,1
0,0,0,0,196,141,0,0,1
0,0,0,211,15,0,0,0,1
0,0,0,0,0,0,0,0,1


0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,21,0,0,1
0,0,0,0,91,295,36,0,1
0,0,0,0,175,36,0,0,1
0,0,0,0,196,141,0,0,1
0,0,85,211,15,0,0,0,1
0,0,0,0,0,0,0,0,1


0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,21,0,0,1
0,0,0,0,91,295,36,0,1
0,0,0,0,175,36,0,0,1
0,91,36,0,196,141,0,0,1
0,0,85,211,15,0,0,0,1
0,0,0,0,0,0,0,0,1


0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,21,0,0,1
0,196,0,0,91,295,36,0,1
0,21,0,0,175,36,0,0,1
0,91,36,0,196,141,0,0,1
0,0,85,211,15,0,0,0,1
0,0,0,0,0,0,0,0,1


0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,756,0,0,21,0,0,1
0,196,15,0,91,295,36,0,1
0,21,0,0,175,36,0,0,1
0,91,36,0,196,141,0,0,1
0,0,85,211,15,0,0,0,1
0,0,0,0,0,0,0,0,1

